Winner,title_fight,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_attempted_strikes,B_avg_BODY_landed_strikes,B_avg_CLINCH_attempted_strikes,B_avg_CLINCH_landed_strikes,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_attempted_strikes,B_avg_GROUND_landed_strikes,B_avg_HEAD_attempted_strikes,B_avg_HEAD_landed_strikes,B_avg_KD,B_avg_kicks_attempted,B_avg_kicks_landed,B_avg_guard_passed,B_avg_Reversals,B_avg_significant_strikes_attempted,B_avg_Significant_Strikes_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Red,TRUE,5,0,2,0,12.5,7.6,5.7,4.5,85.6,37.9,8,4.9,78.1,33,1.2,8.7,6.7,0.8,0.1,99.3,47.3,0.485,0,0.8,0.5,0.18,111.2,58.6,7,1,20,487.8,3,1,0,1,7,0,0,9,175.26,187.96,155,0,10,0,6.4,4.4,3.6,2.5,72.4,23.9,44.4,32.3,110.6,51.2,0.2,3.4,3.1,4.5,0,120.4,58.7,0.505,0.5,10.9,4.9,0.374,154.8,89.5,10,0,29,811.2,1,0,0,6,2,2,0,10,177.8,177.8,155,30,30,0,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,0,12.42857143,7.571428571,3,1.857142857,68.14285714,29.78571429,4.857142857,3.214285714,59.07142857,23.14285714,0.142857143,4.5,4.142857143,1,0.571428571,76,34.85714286,0.477142857,0.714285714,1.285714286,0.571428571,0.154285714,96.35714286,54.42857143,5,6,36,686.3571429,4,0,1,1,2,4,0,8,177.8,182.88,170,0,10,0,12.57142857,7.785714286,2.571428571,1.571428571,111.5,45.42857143,5.285714286,4.285714286,94.28571429,33.42857143,0.214285714,12.5,10.07142857,0.357142857,0.142857143,119.3571429,51.28571429,0.419285714,1.071428571,1,0.428571429,0.297142857,128.5714286,59.71428571,10,1,31,604.7142857,2,0,1,3,2,6,1,13,180.34,193.04,155,31,34,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,2,0,6.5,3.5,1.5,0.5,27,11,11.5,6.5,29,10,0.5,4.5,4.5,1,0,40,18,0.475,0.5,1,0.5,0.5,47.5,24,2,0,2,197,0,0,0,0,1,1,0,2,193.04,195.58,205,0,1,0,7.764705882,4.764705882,4.647058824,2.882352941,45.82352941,17.17647059,5.176470588,3.705882353,44.52941176,16.52941176,0.176470588,3.352941176,2.470588235,0.823529412,0.058823529,55.64705882,23.76470588,0.457058824,0.294117647,1.470588235,0.529411765,0.244705882,63.23529412,30.70588235,4,6,38,546.0588235,1,1,0,1,5,4,0,11,190.5,203.2,205,28,35,0,0,0,1,0,0,0,1,0
Red,FALSE,3,0,4,0,21,16,14.25,9.25,127.5,70.5,10.5,7.75,114,58.25,0.5,17.25,13.25,0.25,0,152.25,87.5,0.565,0,1.5,1.25,0.625,183.5,114,4,0,13,902,0,0,1,1,2,0,0,4,200.66,203.2,250,0,2,0,5.785714286,4.214285714,6.071428571,4.571428571,28.64285714,9.785714286,18.07142857,12.5,45.07142857,21.35714286,0.285714286,1.928571429,1.285714286,1.142857143,0.071428571,52.78571429,26.85714286,0.552142857,0,1.357142857,0.357142857,0.237857143,56.07142857,29.78571429,6,3,31,555.2142857,0,0,1,1,9,0,0,11,190.5,200.66,260,29,33,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,17.42857143,11,10.14285714,7,113.1428571,33.57142857,6.428571429,4.857142857,104.2857143,30,0,8,4.428571429,4.142857143,0.428571429,129.7142857,45.42857143,0.43,0.857142857,3.142857143,1,0.485714286,156.1428571,69,4,2,18,729.1428571,0,0,1,2,0,2,0,5,162.56,165.1,115,0,1,0,13.6,12,8.6,7.6,50,25.8,7.8,6.2,43,19,0,9.8,8.6,2.8,0.2,66.4,39.6,0.652,1.2,2.4,2,0.882,86.6,57.8,2,2,12,645.2,0,0,1,0,0,2,0,3,160.02,157.48,115,34,32,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,2,0,4.181818182,2.818181818,3.454545455,2.454545455,33.09090909,9.909090909,3.454545455,2.636363636,33.45454545,10.18181818,0.181818182,2.363636364,2,2.818181818,0,40,15,0.368181818,0.545454545,3.636363636,1.363636364,0.352727273,59,31.63636364,3,4,26,665.6363636,0,0,0,4,0,3,0,7,165.1,170.18,125,0,1,0,10.90909091,6.090909091,4.727272727,3.363636364,138,49,7.545454545,4.181818182,132.7272727,44.81818182,0.090909091,6.636363636,5.636363636,1.272727273,0.181818182,150.2727273,56.54545455,0.380909091,0.454545455,2.545454545,1,0.298181818,165.6363636,70.27272727,4,3,34,906.6363636,0,0,1,7,0,0,0,8,167.64,175.26,135,33,25,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,17,9,7,4,78,28,0,0,54,13,0,14,10,0,0,85,32,0.37,0,4,1,0.25,87,34,0,1,3,716,1,0,0,0,0,0,0,0,170.18,177.8,135,0,1,0,10,7,12,8,24,6,24,12,50,19,0,0,0,2,0,60,26,0.43,0,1,1,1,84,45,1,0,2,453,0,0,0,0,1,0,0,1,167.64,167.64,135,37,23,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,3,0,8,4,4.166666667,2.666666667,36.16666667,12.16666667,10.16666667,7.333333333,39.16666667,15.16666667,0.166666667,3.333333333,3,3.666666667,0,50.5,22.16666667,0.503333333,0.333333333,8.333333333,3.666666667,0.435,94.5,57.66666667,3,1,15,704,0,0,0,4,1,0,0,5,180.34,187.96,155,0,2,0,19.83333333,13.16666667,19.33333333,13.66666667,86.33333333,35.33333333,20.5,14.33333333,97.33333333,42.66666667,0.333333333,9,7.5,2.5,0.5,126.1666667,63.33333333,0.513333333,0.333333333,5,3,0.601666667,180,112.1666667,2,2,18,876.6666667,0,0,0,3,0,1,0,4,175.26,175.26,155,35,35,0,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,0,5,1,1,1,9,3,1,1,4,2,0,2,2,1,0,11,5,0.45,0,4,1,0.25,24,17,0,1,1,205,1,0,0,0,0,0,0,0,167.64,172.72,135,0,1,0,26.5,22,32.75,26,41.75,16.5,2,1.25,43.25,16,0,6.75,5.75,0,0,76.5,43.75,0.58,0,2.25,0.5,0.285,98.75,62.75,1,2,10,675.5,0,0,0,2,0,0,0,2,170.18,165.1,135,28,36,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,13.35,10.6,12.9,8.35,61.3,24.2,10.6,8.45,63.7,24.25,0.05,7.75,6.15,2.45,0.05,84.8,41,0.5125,1.1,8.4,2.95,0.3135,126.65,79.9,4,8,54,766.45,0,0,2,6,2,2,0,12,172.72,172.72,155,0,1,0,7.473684211,5.157894737,6.263157895,3.736842105,62.73684211,16.26315789,9.315789474,5.263157895,69.21052632,18.94736842,0.315789474,1.631578947,1.157894737,2.052631579,0.210526316,78.31578947,25.26315789,0.378947368,0.631578947,5.526315789,2.631578947,0.45,95.36842105,40.73684211,8,8,54,792.7368421,2,0,3,7,1,0,0,11,175.26,177.8,155,34,39,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,1,0,4.333333333,3.333333333,5.888888889,3.666666667,73.88888889,27.55555556,2.666666667,2.111111111,73.33333333,25.88888889,0,4.777777778,4.111111111,1.666666667,0.222222222,82.44444444,33.33333333,0.38,1,3.444444444,0.888888889,0.275555556,101.6666667,48.77777778,3,4,23,722.7777778,0,0,0,3,0,2,0,5,182.88,185.42,170,0,1,0,26.22222222,16.55555556,14.11111111,8,83.88888889,27.33333333,12.66666667,8.222222222,78.33333333,22.22222222,0.222222222,6.111111111,4.777777778,2.777777778,0.555555556,110.6666667,43.55555556,0.4,0.222222222,5.111111111,2.333333333,0.311111111,133,63.55555556,4,2,28,912.2222222,0,0,0,7,0,0,0,7,185.42,187.96,170,28,35,0,1,0,0,0,0,0,1,0
Red,FALSE,5,0,1,0,12.25,10.5,15.75,10.5,53.5,23.25,15.75,10.25,72,33,0.75,0.75,0.5,1.5,0,85,44,0.5525,0,4.5,1.5,0.3175,97.75,54.75,2,1,12,864,0,0,0,1,2,0,0,3,185.42,190.5,185,0,1,0,8.266666667,5.733333333,4.666666667,3.666666667,32.73333333,12.2,19.26666667,11.13333333,41.26666667,15.6,0.6,7.133333333,5.666666667,0.733333333,0.066666667,56.66666667,27,0.446,0.066666667,1,0.333333333,0.094666667,62.93333333,32.86666667,4,5,24,352.7333333,0,0,0,2,8,0,0,10,187.96,193.04,205,31,34,0,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,0,35,22,0,0,176,65,3,2,137,39,0,7,6,1,0,179,67,0.37,0,4,3,0.75,181,68,1,0,3,900,0,0,1,0,0,0,0,1,180.34,190.5,170,0,1,0,9.5,7.5,13.58333333,9.083333333,30.83333333,12.91666667,8.166666667,5.75,38.58333333,16.41666667,0.416666667,4.5,3.833333333,1.583333333,0,52.58333333,27.75,0.490833333,0.583333333,5.583333333,2.166666667,0.3125,72.16666667,44,3,4,27,561.5833333,0,0,0,2,3,3,0,8,180.34,193.04,170,25,30,0,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,0,7.8,5.2,6.6,3.9,62.4,17.8,6.6,4.6,66.3,19.7,0.3,1.5,1.4,0.2,0.3,75.6,26.3,0.319,0.2,0.1,0.1,0.1,86.4,35.3,2,5,22,597.8,0,0,1,1,3,0,0,5,187.96,190.5,205,0,2,0,7,5.733333333,11.46666667,8.133333333,51.73333333,20.33333333,2.666666667,1.733333333,53.06666667,20.06666667,0.466666667,5.8,4.4,0.2,0,65.86666667,30.2,0.491333333,0.066666667,0.266666667,0.066666667,0.066666667,74.4,38.06666667,4,5,32,584,0,0,2,2,5,1,0,10,187.96,190.5,205,42,32,0,0,0,1,0,0,0,1,0
Red,FALSE,3,1,0,0,4.666666667,3.333333333,5.333333333,3,28.33333333,8.333333333,10,5.333333333,38.66666667,13,0,0.333333333,0.333333333,1.666666667,0.333333333,43.66666667,16.66666667,0.383333333,0.333333333,1.666666667,0.333333333,0.333333333,55.66666667,28,1,2,5,463,0,0,0,0,0,1,0,1,177.8,180.34,155,0,1,0,8.6,6.05,6.85,5.1,28.8,11.5,6.05,4.25,28.5,11.1,0.1,4.6,3.7,1.3,0.15,41.7,20.85,0.5095,1.3,3.15,1.3,0.4245,54.55,32.7,4,9,37,414.05,0,0,0,1,0,10,0,11,177.8,187.96,155,28,28,0,1,0,0,0,0,1,0,0
Red,FALSE,3,2,0,0,11.21052632,7,10.94736842,7.105263158,143.7894737,52.84210526,5.105263158,3.210526316,145.6315789,53.47368421,0.105263158,3,2.684210526,0.947368421,0.052631579,159.8421053,63.15789474,0.387368421,0.789473684,4.315789474,1.421052632,0.309473684,182.1578947,82.05263158,4,8,47,694.6315789,0,0,3,5,1,1,1,11,177.8,177.8,155,1,0,0,13.17647059,10.47058824,10,7.235294118,63.47058824,24.41176471,9.705882353,6.294117647,64.76470588,22.94117647,0.176470588,5.235294118,4.529411765,1.058823529,0.058823529,83.17647059,37.94117647,0.488235294,0.411764706,2,0.941176471,0.356470588,98.52941176,51.52941176,7,5,42,693.4705882,0,0,1,6,2,2,1,12,175.26,177.8,155,36,40,0,0,0,1,0,0,0,1,0
Red,FALSE,3,0,1,0,14.46666667,10.2,12.8,9.066666667,39.86666667,16.33333333,2.666666667,2.266666667,37.93333333,15.06666667,0.2,2.933333333,2.4,0.266666667,0,55.33333333,27.66666667,0.544666667,0.6,0.333333333,0.133333333,0.133333333,79.8,50.26666667,3,6,30,492,0,0,1,2,3,3,0,9,187.96,195.58,170,0,1,0,9.2,5.8,2.2,1.1,69.1,30.6,3.3,2.4,62.7,26.1,0.1,2.7,2.2,1.4,0,74.6,34.1,0.467,0.3,2.7,0.8,0.235,81.2,40.2,4,3,26,728.9,1,0,2,2,1,2,0,7,182.88,182.88,170,35,36,0,1,0,0,0,0,1,0,0
Red,FALSE,3,6,0,0,6.454545455,4.454545455,8.363636364,5.181818182,56.72727273,23.72727273,8.454545455,6.454545455,59.36363636,24.81818182,0.636363636,7.727272727,6.090909091,0.909090909,0,73.54545455,35.36363636,0.490909091,0.181818182,2.818181818,1.363636364,0.382727273,91.54545455,52.54545455,2,8,26,628.3636364,0,0,0,1,2,0,0,3,175.26,180.34,185,2,0,0,3.55,1.95,4.7,2.55,50.15,16.9,8.65,5.95,53.85,18.05,0.2,6.1,5.4,3.25,0,63.5,25.4,0.417,1,6.6,1.75,0.2735,78.65,38.95,5,8,54,746.65,1,0,1,4,2,5,0,12,185.42,198.12,185,40,37,0,0,0,1,0,0,1,0,0
Blue,FALSE,5,0,1,0,4.857142857,4.428571429,6.142857143,4.714285714,26.71428571,11.57142857,3.714285714,3,29.42857143,12.85714286,0.285714286,2.285714286,2,1.285714286,0.142857143,36.57142857,19.28571429,0.5,1,2.571428571,1.142857143,0.224285714,62.85714286,43.57142857,2,2,11,349.1428571,0,0,0,0,1,4,0,5,187.96,203.2,240,1,0,0,3.9375,2.5,2.75,2.125,57.6875,23.75,3.1875,2.5,56.4375,23.3125,0.5625,3.25,2.5625,0.5,0.0625,63.625,28.375,0.429375,0.0625,0.8125,0.4375,0.2125,81.6875,44.8125,4,8,42,680.5,1,0,0,1,7,0,0,8,177.8,182.88,265,41,44,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,9.888888889,6.666666667,15.77777778,12.55555556,26.77777778,12.11111111,6.111111111,5,33.66666667,19,0.333333333,5.111111111,4,0.666666667,0.333333333,48.66666667,29.66666667,0.602222222,0.555555556,0.666666667,0.111111111,0.055555556,71.11111111,49.88888889,5,3,13,271.8888889,0,0,0,0,3,3,0,6,190.5,195.58,205,0,3,0,14.88888889,11,11.11111111,8,75.22222222,32.77777778,10.66666667,7.666666667,78.66666667,34.22222222,0.333333333,3.444444444,3.222222222,0.888888889,0,97,48.44444444,0.515555556,0.222222222,2.555555556,1.333333333,0.495555556,119.7777778,68.33333333,3,4,24,766.6666667,0,0,0,3,1,1,0,5,187.96,198.12,205,26,35,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,1,0,5.6,3.6,13.4,8.6,44.8,17.6,2.6,1.6,45,17,0.2,10.2,7.2,0.8,0,60.8,27.8,0.462,0.2,4.4,1,0.096,82,47,2,2,12,660.6,0,0,1,1,1,0,0,3,190.5,193.04,235,1,0,0,6.115384615,4.269230769,7.5,5,53.38461538,19.96153846,2.153846154,1.461538462,47.61538462,15.34615385,0.384615385,9.307692308,6.807692308,0.230769231,0.038461538,63.03846154,26.42307692,0.458846154,0.192307692,0.807692308,0.269230769,0.113076923,73.5,35.61538462,7,10,53,492.0384615,5,0,1,4,9,2,0,16,190.5,195.58,240,37,39,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,11,6.833333333,2.833333333,2.333333333,49.66666667,18.83333333,10.83333333,7.5,44.5,16,0.333333333,7.833333333,5.833333333,1,0.166666667,63.33333333,28.66666667,0.445,0.166666667,4,1.5,0.201666667,65.16666667,30.16666667,4,2,16,725.5,0,0,1,2,1,0,0,4,180.34,190.5,155,0,5,0,6.5,3.5,4,2.2,59.9,16.8,10.4,7.7,62.1,19.8,0.1,5.7,3.4,0.8,0.1,74.3,26.7,0.369,0.1,7.6,3.5,0.472,93.4,44.1,5,2,27,756.3,0,0,0,6,1,0,1,8,172.72,185.42,155,34,31,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,1,0,14.75,9.25,8.75,5.75,112.25,47,0.75,0.75,97.25,35.75,0,9.75,8.5,0.25,0,121.75,53.5,0.4525,0,2.5,1.25,0.375,131,61.5,1,2,12,900,0,0,1,1,0,0,0,2,177.8,185.42,155,0,5,0,6.714285714,4.142857143,3.142857143,1.714285714,41.57142857,17.14285714,5.714285714,3.285714286,38.28571429,13.42857143,0.571428571,5.428571429,4.571428571,0.285714286,0,50.42857143,22.14285714,0.517142857,0,1.285714286,1,0.244285714,55.57142857,26.42857143,5,1,13,413.8571429,0,0,0,1,5,0,0,6,175.26,185.42,155,28,30,0,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,0,6,4,4,3,20,12,0,0,10,3,0,8,8,0,0,24,15,0.62,0,0,0,0,45,36,0,1,1,263,0,0,0,0,0,0,0,0,190.5,187.96,205,1,0,0,21,19,11,8,44,20,41,31,70,36,0,5,4,3,2,96,59,0.61,0,0,0,0,129,89,0,1,3,899,0,0,0,0,0,0,0,0,190.5,190.5,205,30,26,0,1,0,0,0,0,1,0,0
Red,FALSE,3,3,0,0,21.33333333,14.66666667,13.33333333,5.333333333,218,69,4.333333333,3.333333333,200.6666667,53.33333333,0,13.66666667,9.666666667,0.333333333,0,235.6666667,77.66666667,0.333333333,0,3,0.666666667,0.11,256,94,0,3,9,900,0,0,0,0,0,0,0,0,172.72,180.34,135,2,0,0,14,9,23.5,13,139,40,1.5,1,141.5,38,0.5,8.5,7,0,0,164,54,0.34,0,22.5,8.5,0.37,206.5,93,0,2,6,900,0,0,0,0,0,0,0,0,167.64,172.72,135,32,27,0,1,0,0,0,0,1,0,0
Red,TRUE,5,0,4,0,6.833333333,4.333333333,5.833333333,3.5,62.33333333,25.16666667,9.5,7.333333333,62.5,25.5,0.666666667,8.333333333,6.166666667,0.166666667,0,77.66666667,36,0.48,0,1.5,0.5,0.276666667,79,37,4,1,17,809.5,0,0,0,3,2,0,0,5,182.88,187.96,170,0,2,0,14.54545455,10.45454545,10,7.727272727,55.09090909,17.90909091,8.454545455,6.818181818,54.54545455,18.27272727,0.818181818,4.454545455,3.727272727,0.181818182,0,73.54545455,32.45454545,0.528181818,0.181818182,0.727272727,0.454545455,0.227272727,89.72727273,47.81818182,3,3,30,738.8181818,4,1,1,1,5,0,0,8,175.26,187.96,170,25,36,0,0,0,1,0,0,1,0,0
Red,FALSE,3,0,2,0,27.71428571,19,32.57142857,24,178.5714286,55.42857143,4.571428571,3.571428571,176.2857143,55.71428571,0,11.71428571,8.285714286,1,0.142857143,215.7142857,83,0.36,0,1,0.142857143,0.071428571,243.1428571,107.5714286,3,2,21,883.2857143,1,0,2,3,0,0,0,5,160.02,162.56,115,0,2,0,25.76923077,19.38461538,28.07692308,17,100.0769231,44.46153846,18.30769231,14.07692308,115.5384615,51.46153846,0.076923077,5.153846154,4.692307692,2.615384615,0.076923077,146.4615385,75.53846154,0.551538462,0.384615385,4.307692308,2.538461538,0.564615385,181.1538462,106.5384615,3,4,32,705.8461538,1,0,1,5,1,2,0,9,154.94,157.48,115,32,26,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,11.33333333,7,4.333333333,3.333333333,156.3333333,57,0.666666667,0,134,40,0,16,13.33333333,0.333333333,0,161.3333333,60.33333333,0.353333333,0,1,0.333333333,0.333333333,175.3333333,72.33333333,1,2,9,900,0,0,0,1,0,0,0,1,177.8,182.88,135,0,3,0,10,6.666666667,4.333333333,3,95,42.66666667,18,13,99,45.66666667,0,8.333333333,6.333333333,4.333333333,1,117.3333333,58.66666667,0.536666667,1,9.666666667,5.666666667,0.503333333,145,81.33333333,3,0,8,777.3333333,0,0,0,1,0,2,0,3,185.42,185.42,145,28,27,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,1,0,18.76923077,14.30769231,7.692307692,5.230769231,102.8461538,39.61538462,2.230769231,1.692307692,86.53846154,25.61538462,0.692307692,7.461538462,6.615384615,0.153846154,0,112.7692308,46.53846154,0.430769231,0,2.230769231,0.692307692,0.249230769,120.4615385,53.69230769,3,4,37,813.7692308,3,0,1,3,4,0,1,9,160.02,167.64,135,1,0,0,18.16666667,9.833333333,6,4,106.8333333,41.83333333,1.333333333,0.833333333,84.33333333,26.5,0.5,11.66666667,10.33333333,0,0,114.1666667,46.66666667,0.36,0,2.5,0.833333333,0.138333333,119.3333333,51.16666667,5,1,14,620.3333333,0,0,1,3,1,0,0,5,162.56,172.72,135,33,29,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,2,0,5.833333333,2.666666667,5.166666667,2.166666667,46.16666667,11,4.833333333,3.5,45.16666667,10.66666667,0.333333333,5.166666667,3.333333333,1,0.333333333,56.16666667,16.66666667,0.356666667,0.833333333,2.166666667,0.666666667,0.191666667,69.16666667,25.33333333,2,2,10,408.6666667,0,0,0,0,2,2,0,4,182.88,193.04,170,0,2,0,2,1.25,7,4.75,45.75,18.25,1,0.75,48.5,20.5,1.25,3.25,2,0,0.25,53.75,23.75,0.45,0,0.75,0.25,0.0825,59,27.5,2,1,6,360.25,0,0,0,0,3,0,0,3,177.8,185.42,170,28,33,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,3,0,5.666666667,5,1.333333333,1,13.33333333,4.333333333,30,24.33333333,34,20.33333333,0,5,4.333333333,5.666666667,0,44.66666667,29.66666667,0.573333333,0.666666667,3.666666667,3,0.82,83.66666667,62,3,0,5,429,1,0,0,1,0,2,0,3,165.1,167.64,115,1,0,0,6.666666667,4.666666667,8.5,4.333333333,66.5,18.5,12.83333333,10,75.83333333,24,0,5.333333333,4.166666667,2.5,0.166666667,87.83333333,32.83333333,0.381666667,0.5,9,3.166666667,0.431666667,158.1666667,91.16666667,1,3,17,807.1666667,2,0,0,2,0,1,0,3,154.94,160.02,115,27,30,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,3,0,24,18,23.33333333,15.66666667,123,55.66666667,18.33333333,13.66666667,128.3333333,58,0,12.33333333,9,2.666666667,0,164.6666667,85,0.513333333,0,6,4,0.486666667,188.3333333,106.6666667,3,0,9,900,0,0,2,1,0,0,0,3,167.64,162.56,135,0,1,0,23.8,17.3,13.5,10.7,67.4,26.3,17.3,12.3,60.4,22.1,0,14,9.9,1.4,0.1,98.2,49.3,0.487,0.7,4.8,1.9,0.479,134.9,83.7,4,3,27,758.6,0,0,0,4,1,2,0,7,170.18,180.34,135,28,29,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,25.5,21.5,17.5,14.5,240,114.5,3.5,1,235.5,108.5,0,0,0,2,1,261,130,0.49,0,4,2,0.6,314.5,180,1,1,6,900,0,0,1,0,0,0,0,1,177.8,185.42,170,0,1,0,1,1,0,0,31,14,0,0,28,11,0,2,2,0,0,31,14,0.45,1,0,0,0,32,15,1,0,1,168,0,0,0,0,0,1,0,1,180.34,190.5,170,29,28,0,1,0,0,0,0,0,1,0
Blue,FALSE,3,0,1,0,5.2,3.8,10.4,7.6,35.6,12.2,4.2,2.4,39.6,15.2,0.2,5.4,3.2,0.4,0,50.2,22.2,0.47,0,2.8,1.2,0.272,60.6,30.6,1,4,9,416.8,0,0,0,0,1,0,0,1,182.88,187.96,185,0,1,0,0,0,0,0,1,0,13,11,14,11,0,0,0,3,0,14,11,0.78,1,1,1,1,41,34,1,0,1,238,0,0,0,0,0,1,0,1,177.8,185.42,185,27,34,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,2,2,5,1,12,5,0,0,10,1,0,5,3,0,0,17,6,0.35,0,2,0,0,28,13,0,1,1,272,0,0,0,0,0,0,0,0,187.96,193.04,170,2,0,0,11.77777778,7.814814815,6.296296296,3.62962963,71.59259259,20.55555556,15.18518519,9.111111111,78.96296296,23.7037037,0.222222222,2.333333333,1.777777778,1.37037037,0.111111111,93.07407407,33.2962963,0.395925926,0.666666667,5.518518519,1.037037037,0.229259259,105.5925926,44.18518519,6,11,70,732.7777778,2,0,3,8,5,0,0,16,177.8,182.88,170,28,36,0,1,0,0,0,0,0,1,0
Red,FALSE,3,1,0,0,23.28571429,14.85714286,16.85714286,11,92.28571429,31.57142857,4.714285714,3.428571429,86.28571429,27.71428571,0.571428571,4.285714286,3.428571429,0.428571429,0.285714286,113.8571429,46,0.43,0.142857143,1.571428571,0.714285714,0.25,131.8571429,61.57142857,1,4,18,713.1428571,0,0,0,1,2,0,0,3,182.88,180.34,155,4,0,0,9.137931034,6.379310345,8.689655172,5.310344828,58.72413793,20.17241379,7.379310345,4.517241379,58.4137931,17.68965517,0.103448276,7.24137931,5.931034483,1.413793103,0.172413793,74.79310345,30,0.374482759,1.344827586,2.965517241,1.206896552,0.417241379,90.34482759,43.82758621,7,12,69,653.5517241,0,0,2,6,3,6,0,17,172.72,180.34,155,29,35,0,0,0,1,0,0,0,1,0
Red,FALSE,3,0,2,0,14,9.666666667,17.66666667,14.66666667,139.3333333,53.33333333,12,7.666666667,150.3333333,63,0.666666667,4.666666667,3,1,0.333333333,169,75.66666667,0.446666667,0.666666667,0.666666667,0,0,213.6666667,113,2,1,9,900,0,0,0,2,0,0,0,2,172.72,170.18,125,0,1,0,12.66666667,9.333333333,12,7.333333333,195,72.66666667,9.666666667,7.333333333,182.3333333,62.66666667,0,21.66666667,15.33333333,2,1,216.6666667,87.33333333,0.396666667,0,1,0.666666667,0.5,246,113.6666667,1,2,9,900,0,0,0,1,0,0,0,1,175.26,172.72,135,24,30,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,2,0,0,10,8.333333333,6,4.666666667,48.66666667,13.66666667,12.33333333,11,55,19.33333333,0,2,1.666666667,0.666666667,0,67,29.33333333,0.446666667,0.333333333,8,4.666666667,0.55,93,52,1,2,8,758.3333333,0,0,1,0,0,0,0,1,160.02,157.48,125,0,1,0,0.5,0,0,0,3,1.5,1.5,0.5,3.5,1.5,0,0.5,0.5,1,0,4.5,2,0.495,0.5,2,2,1,11,7,1,1,2,173,0,0,0,0,0,1,0,1,167.64,167.64,125,25,32,0,0,0,0,1,0,1,0,0
Red,FALSE,5,0,4,0,15.3,9.4,3.4,2.7,94.7,34.3,2.2,1.5,79.8,25.3,0.4,5.2,3.8,0.3,0.2,100.3,38.5,0.332,0.5,0.6,0.2,0.1,107.7,45.9,5,1,21,561.4,0,0,0,4,2,3,0,9,190.5,193.04,155,2,0,0,12.33333333,10.33333333,23.33333333,19.66666667,183.3333333,93.66666667,1,0.333333333,149,62.33333333,0,46.33333333,41,0,0,207.6666667,113.6666667,0.546666667,0,0.333333333,0,0,209,114.6666667,1,2,9,786.6666667,0,0,0,0,1,0,0,1,180.34,177.8,155,31,29,0,1,0,0,0,0,1,0,0
